Season,Striker,total_runs,balls_faced,strike_rate,total_wickets,total_runs_conceded,balls_bowled,economy_rate,Retention
24,PP Shaw,198,125,159.63650736666668,0,0,0,0.0,1
24,Q de Kock,250,194,91.44630444285714,0,0,0,0.0,0
24,R Ashwin,86,76,92.95739349142858,6,399,294,7.944173492428571,1
24,R Parag,573,407,138.83067366999998,0,27,19,1.7846153846,1
24,R Powell,103,71,147.14285714285714,0,0,0,0.0,0
24,R Ravindra,222,146,95.2267031242857,0,7,12,1.0,0
24,R Sai Kishore,13,6,216.6666667,0,22,6,22.0,0
24,R Shepherd,57,24,185.41666666666666,1,157,76,7.614583333333333,0
24,R Tewatia,188,139,130.72140482857142,0,0,0,0.0,0
24,RA Jadeja,267,191,146.91854212857143,8,332,261,9.586126029142857,1
24,RA Tripathi,165,121,129.858276894,0,0,0,0.0,0
24,RD Chahar,21,15,140.0,3,70,44,9.545454545,0
24,RD Gaikwad,583,425,93.07632099125,0,0,0,0.0,1
24,RG Sharma,417,293,126.417221125,0,0,0,0.0,1
24,RJ Gleeson,2,2,100.0,0,41,26,9.461538462,0
24,RJW Topley,3,6,50.0,2,107,51,12.58823529,0
24,RK Bhui,3,9,21.42857143,0,0,0,0.0,0
24,RK Singh,168,117,136.17403022,0,0,0,0.0,0
24,RM Patidar,395,237,163.63054377142856,0,0,0,0.0,1
24,RR Pant,446,296,131.43352190375,0,0,0,0.0,1
24,RR Rossouw,211,122,162.9116809,0,0,0,0.0,1
24,Rahmanullah Gurbaz,62,50,132.38095235,0,0,0,0.0,0
24,Ramandeep Singh,125,64,176.5,0,9,4,2.7,0
24,Rashid Khan,102,75,107.80423280000001,10,367,262,8.600649350714287,0
24,Rasikh Salam,28,30,120.8333333325,9,269,156,10.5536944025,0
24,Ravi Bishnoi,4,6,75.0,7,205,160,7.198529412,1
24,S Dhawan,152,125,102.819548875,0,0,0,0.0,0
24,S Dube,396,259,107.332393485,1,14,6,1.75,1
24,SA Yadav,345,209,149.81551099499998,0,0,0,0.0,1
24,SB Dubey,33,21,103.96825396666667,0,0,0,0.0,0
24,SD Hope,183,125,152.20178196666666,0,0,0,0.0,1
24,SH Johnson,6,7,66.66666666666667,4,114,75,9.092051283333333,0
24,SM Curran,270,230,94.32460118571429,15,356,230,9.38072453842857,1
24,SN Thakur,21,18,88.8888889,3,98,61,9.012820512666666,0
24,SO Hetmyer,113,72,131.1728395,0,0,0,0.0,0
24,SP Narine,488,292,160.0332347,17,366,334,7.095679442571429,1
24,SS Iyer,351,250,154.60797557142857,0,0,0,0.0,1
24,SS Prabhudessai,24,19,126.3157895,0,0,0,0.0,0
24,SV Samson,531,367,121.58173078,0,0,0,0.0,1
24,SZ Mulani,1,1,100.0,0,24,19,7.578947368,0
24,Sameer Rizvi,51,43,51.7117117,0,0,0,0.0,0
24,Sanvir Singh,14,13,83.33333333333333,0,0,0,0.0,0
24,Saurav Chauhan,18,16,83.33333333333333,0,0,0,0.0,0
24,Shahbaz Ahmed,215,173,154.13069108,7,252,160,11.718386876285715,1
24,Shashank Singh,354,225,140.53482737666667,1,5,6,0.5555555555555556,1
24,Shivam Singh,2,3,66.66666667,0,0,0,0.0,0
24,Shubman Gill,426,295,118.8871145257143,0,0,0,0.0,1
24,Sikandar Raza,43,39,107.75401071,0,22,12,5.5,0
24,Sumit Kumar,18,26,73.33333333333333,0,38,22,6.966666666666666,0
24,Swapnil Singh,37,22,165.3409091,6,133,92,8.97122807075,0
24,T Kohler-Cadmore,48,54,91.36473429,0,0,0,0.0,0
24,T Stubbs,378,204,147.594332305,1,4,6,0.5,1
24,TA Boult,14,16,49.999999992499994,6,175,107,9.711890245,0
24,TH David,241,168,122.1626984075,0,0,0,0.0,0
24,TM Head,567,307,174.92533818571428,0,32,10,2.742857142857143,1
24,TU Deshpande,0,2,0.0,2,35,25,8.4,0
24,Tanush Kotian,24,32,75.0,0,0,0,0.0,0
24,Tilak Varma,416,291,145.8438742675,0,8,4,1.5,1
24,UT Yadav,12,15,70.454545455,2,49,31,9.8974358965,0
24,V Kohli,741,497,142.16045865375,0,0,0,0.0,1
24,V Shankar,83,75,114.518259528,0,0,0,0.0,0
24,V Viyaskanth,7,5,140.0,0,22,12,11.0,0
24,VG Arora,1,1,100.0,3,52,46,6.782608696,0
24,VR Iyer,370,238,162.31883937142857,0,28,6,4.0,1
24,Vijaykumar Vyshak,1,3,25.0,4,142,90,9.9166666685,0
24,WG Jacks,230,133,152.30520697833333,2,98,55,6.59,1
24,WP Saha,136,120,100.470114678,0,0,0,0.0,0
24,Washington Sundar,0,1,0.0,0,27,18,9.0,0
24,YBK Jaiswal,435,288,153.84615385,0,0,0,0.0,1
24,Yudhvir Singh,21,14,150.0,1,52,24,13.0,0
