Season,Striker,total_runs,balls_faced,strike_rate,total_wickets,total_runs_conceded,balls_bowled,economy_rate,Retention,Performance Score,Calculated Salary (Lakhs)
23,Abdul Samad,169,131,165.90476189999998,0,0,0,0.0,1,134.27142856999998,428.90100124234027
23,B Kumar,42,49,83.92857143,11,252,192,7.7142857145,1,303.86428571465,846.4912387166371
23,B Sai Sudharsan,362,264,121.87772543333334,0,0,0,0.0,1,217.56331763,633.9914768546585
23,C Green,452,287,144.180218205,6,351,239,9.399029421,1,476.4343566352,1271.4123003106633
23,CV Varun,1,11,6.25,12,255,187,6.398773006,1,270.4553680982,764.2281170492356
23,DA Warner,516,406,106.7704348625,0,0,0,0.0,1,290.03113045875,812.4297181692057
23,DP Conway,672,493,115.10888522857142,0,0,0,0.0,1,370.5326655685714,1010.6494765336943
23,Dhruv Jurel,152,93,155.11359043428573,0,0,0,0.0,1,122.53407713028571,400.0
23,F du Plessis,730,483,146.752184625,0,0,0,0.0,1,409.0256553875,1105.4311615068527
23,GJ Maxwell,400,225,108.37662339125,3,94,64,3.8625,1,411.354237017375,1111.1648520181718
23,H Klaasen,448,262,169.9721009,0,0,0,0.0,1,274.99163027,775.3978020787881
23,HH Pandya,346,254,137.41134559124998,3,228,156,5.433689422125,1,392.59329685073754,1064.9695959718335
23,Harpreet Brar,52,42,110.95238095714285,9,203,154,7.358646616571428,1,297.07812030217144,829.7815937831849
23,Ishan Kishan,454,325,120.78450130249999,0,0,0,0.0,1,263.23535039075,746.4501931449813
23,JC Buttler,392,298,82.52329196333332,0,0,0,0.0,1,220.756987589,641.8552832616454
23,JM Sharma,309,205,144.03205247111111,0,0,0,0.0,1,197.70961574133332,585.105502374254
23,KH Pandya,188,172,96.66666667142856,7,289,229,7.532312924714286,1,340.7403061240143,937.2914432719458
23,KR Mayers,379,276,112.81019706142857,0,59,46,5.723704865999999,1,223.34305911842858,648.2229938025353
23,Kuldeep Yadav,31,50,55.105132958571424,10,340,281,6.578654347285714,1,280.0579435833857,787.8726374891701
23,MM Ali,124,92,157.07038475000002,6,162,127,7.1915137614999995,1,316.96366129654996,878.7459660212485
23,MM Sharma,0,1,0.0,20,181,141,7.70212766,1,347.689361702,954.4021743362739
23,MP Stoinis,408,281,122.041846105,5,100,69,5.39375,1,438.9944288315,1179.2235807749548
23,MR Marsh,128,97,85.18264839999999,12,170,132,5.952006133599999,1,357.76919267991997,979.2218458875363
23,Mohammed Shami,5,8,35.714285715,19,267,233,6.807115384499999,1,351.17215109914997,962.9778825112257
23,Mohammed Siraj,1,2,50.0,12,222,206,6.500988142000001,1,283.5497035574,796.4704340078538
23,N Pooran,358,217,188.934672025,0,0,0,0.0,1,235.6804016075,678.6013591803815
23,N Rana,413,303,126.14254631125,3,75,54,3.09375,1,423.414638893375,1140.86130367438
23,N Wadhera,241,171,141.03150181799998,0,0,0,0.0,1,162.80945054539998,499.17046644504927
23,P Simran Singh,358,245,126.19039637777779,0,0,0,0.0,1,216.85711891333335,632.2525964869237
23,PP Chawla,25,22,103.96825397666667,14,349,257,8.373485777,1,331.17843045989997,913.7471384202884
23,R Ashwin,67,55,129.0476190385714,14,334,285,7.024749923,1,360.1068607346714,984.9779099963396
23,RA Jadeja,190,138,175.6481481333333,16,393,306,9.133748326166666,1,454.95431994215,1218.5217849043643
23,RD Gaikwad,590,411,136.49031027142857,0,0,0,0.0,1,335.9470930814286,925.489065468905
23,RG Sharma,332,258,91.24566089000001,0,0,0,0.0,1,193.373698267,574.4291281550766
23,RK Singh,474,333,131.49312736375,0,0,0,0.0,1,276.447938209125,778.9836841045637
23,Rashid Khan,130,66,184.63980463333334,18,370,260,8.441823899333334,1,447.8593942202,1201.0518762833628
23,Ravi Bishnoi,20,28,82.66666666799999,14,302,250,7.7524615384,1,322.47426153888,892.3147737090499
23,S Dhawan,373,275,133.13233485714287,0,0,0,0.0,1,226.43970045714286,655.8478856392444
23,S Dube,418,277,162.55168734285715,0,0,0,0.0,1,257.7655062028571,732.9817395094524
23,SA Yadav,605,340,137.72600475,0,0,0,0.0,1,343.81780142499997,944.8691916229186
23,SV Samson,362,240,126.69888541888889,0,0,0,0.0,1,219.00966562566666,637.5528344091558
23,Shubman Gill,890,582,111.77301865222222,0,0,0,0.0,1,478.5319055956667,1276.5771167024773
23,Tilak Varma,343,226,177.78388055714285,0,7,7,0.8571428571428571,1,224.83516416714286,651.8970194196504
23,V Kohli,639,473,108.805364825,0,0,0,0.0,1,352.1416094475,965.3649897793323
23,V Shankar,301,199,145.39761503285715,0,0,0,0.0,1,194.11928450985715,576.2649928338981
23,VR Iyer,404,288,141.3424848,0,0,0,0.0,1,244.40274544,700.0784761632003
23,WP Saha,371,297,118.03042935555555,0,0,0,0.0,1,220.90912880666667,642.2299021476335
23,YBK Jaiswal,625,397,138.89434761111113,0,0,0,0.0,1,354.1683042833333,970.3553413308821
24,A Raghuvanshi,163,109,153.80952382,0,0,0,0.0,1,127.64285714600001,412.57940160856225
24,AD Russell,222,141,175.694993406,16,251,154,8.6653221582,1,471.10890137434,1258.2993770161138
24,AR Patel,235,183,115.87432408714287,10,294,216,7.670329670285715,1,399.9611983250572,1083.1116555971637
24,Abdul Samad,182,113,162.50437064125,0,0,0,0.0,1,139.751311192375,442.3941726184028
24,Abhishek Sharma,484,248,176.24935715625,2,51,42,3.0625,1,463.956057146875,1240.6868550629274
24,Abishek Porel,327,213,143.41742065875,0,0,0,0.0,1,206.525226197625,606.8122707246678
24,B Sai Sudharsan,527,388,115.04293391285715,0,0,0,0.0,1,298.0128801738571,832.0832626351091
24,DJ Mitchell,318,228,127.43635709142858,1,70,38,2.969670329714286,1,356.34000602851427,975.7027448876247
24,F du Plessis,438,276,147.299664575,0,0,0,0.0,1,263.1898993725,746.3382786349953
24,GJ Maxwell,52,46,35.809523806,6,124,98,7.9372549018,1,244.36168067126002,699.977361960523
24,H Klaasen,479,293,148.0625852375,0,0,0,0.0,1,283.91877557125,797.3792038257789
24,HH Pandya,216,154,128.773809525,11,387,226,10.909166666625,1,403.35939285751243,1091.4790649661886
24,HV Patel,13,19,52.857142855,17,206,156,7.761344538,1,340.0287394951,935.539345438641
24,Ishan Kishan,320,222,114.8527119025,0,0,0,0.0,1,194.45581357075,577.0936318038482
24,J Fraser-McGurk,330,150,203.72462604,0,0,0,0.0,1,226.117387812,655.0542518961004
24,JC Buttler,359,266,106.99726881857143,0,0,0,0.0,1,211.59918064557144,619.3059209793157
24,JJ Bumrah,12,12,130.0,14,183,201,5.761164883666666,1,333.2716505349,918.901295752868
24,JM Bairstow,298,197,140.8785065425,0,0,0,0.0,1,191.26355196275,569.2332931940222
24,KD Karthik,326,195,164.47652666,0,0,0,0.0,1,212.342957998,621.1373316086192
24,KH Pandya,133,112,105.43367346666666,6,220,187,6.983125404,1,306.0351644188,851.836615690979
24,KL Rahul,520,398,129.2269649475,0,0,0,0.0,1,298.76808948425,833.9428222921576
24,Kuldeep Yadav,47,44,99.0530303125,12,295,192,8.87735294125,1,320.552703211375,887.5833008639459
24,MA Starc,9,11,65.0,13,323,205,8.355701754250001,1,301.493289473725,840.6531102720289
24,MP Stoinis,388,272,125.00246500375,4,121,87,2.825844155875,1,420.6529862543625,1134.0612579604078
24,MS Dhoni,161,82,189.9151287375,0,0,0,0.0,1,137.47453862125,436.7880520856251
24,N Pooran,499,296,181.26153221250001,0,0,0,0.0,1,303.87845966375,846.526139377374
24,Nithish Kumar Reddy,303,221,125.620098615,3,153,87,9.869847030499999,1,366.22507547535,1000.0428531165535
24,P Simran Singh,334,216,167.97126256666667,0,0,0,0.0,1,217.39137877,633.5681100302099
24,PD Salt,435,250,134.96797196666668,0,0,0,0.0,1,257.99039159,733.5354771125722
24,PJ Cummins,136,99,110.10212411428571,15,521,350,8.342321312142857,1,398.5279408406428,1079.582530943241
24,PP Chawla,15,15,88.571428572,12,250,185,8.3754124322,1,301.55880484194,840.8144294374215
24,PP Shaw,198,125,159.63650736666668,0,0,0,0.0,1,146.89095221,459.9741841721223
24,R Ashwin,86,76,92.95739349142858,6,399,294,7.944173492428571,1,278.50396599970003,784.0462624924476
24,R Parag,573,407,138.83067366999998,0,27,19,1.7846153846,1,328.149202101,906.2882382575417
24,RA Jadeja,267,191,146.91854212857143,8,332,261,9.586126029142857,1,404.6997248298286,1094.77937817535
24,RD Gaikwad,583,425,93.07632099125,0,0,0,0.0,1,319.422896297375,884.8013656724481
24,RG Sharma,417,293,126.417221125,0,0,0,0.0,1,246.4251663375,705.0583039524076
24,RM Patidar,395,237,163.63054377142856,0,0,0,0.0,1,246.58916313142856,705.4621149458344
24,RR Pant,446,296,131.43352190375,0,0,0,0.0,1,262.430056571125,744.4673098854171
24,RR Rossouw,211,122,162.9116809,0,0,0,0.0,1,154.37350427,478.3985491144743
24,Ravi Bishnoi,4,6,75.0,7,205,160,7.198529412,1,242.3404411764,695.0004431511941
24,S Dube,396,259,107.332393485,1,14,6,1.75,1,389.6747180455,1057.783149343795
24,SA Yadav,345,209,149.81551099499998,0,0,0,0.0,1,217.4446532985,633.6992884499984
24,SD Hope,183,125,152.20178196666666,0,0,0,0.0,1,137.16053459,436.0148767279759
24,SM Curran,270,230,94.32460118571429,15,356,230,9.38072453842857,1,460.4831629941857,1232.1355120502458
24,SP Narine,488,292,160.0332347,17,366,334,7.095679442571429,1,609.8812665772286,1600.0
24,SS Iyer,351,250,154.60797557142857,0,0,0,0.0,1,221.88239267142856,644.6263797779643
24,SV Samson,531,367,121.58173078,0,0,0,0.0,1,301.974519234,841.8380472632227
24,Shahbaz Ahmed,215,173,154.13069108,7,252,160,11.718386876285715,1,370.2236912611143,1009.8886859167026
24,Shashank Singh,354,225,140.53482737666667,1,5,6,0.5555555555555556,1,378.9937815463333,1031.4833694814236
24,Shubman Gill,426,295,118.8871145257143,0,0,0,0.0,1,248.66613435771427,710.5762625710033
24,T Stubbs,378,204,147.594332305,1,4,6,0.5,1,393.12829969150005,1066.2869389725054
24,TM Head,567,307,174.92533818571428,0,32,10,2.742857142857143,1,335.9776014557143,925.5641865528789
24,Tilak Varma,416,291,145.8438742675,0,8,4,1.5,1,251.75316228025,718.1774831941218
24,V Kohli,741,497,142.16045865375,0,0,0,0.0,1,413.148137596125,1115.5819918747554
24,VR Iyer,370,238,162.31883937142857,0,28,6,4.0,1,233.69565181142858,673.7142893319053
24,WG Jacks,230,133,152.30520697833333,2,98,55,6.59,1,328.71456209350004,907.6803299853507
24,YBK Jaiswal,435,288,153.84615385,0,0,0,0.0,1,263.653846155,747.4806595721498
